topic_id,query,facet_id,facet_desc,question,question2_case,answer,history,distractor
122,Tell me more about Culpeper National Cemetry,F0097,What is the history of the Culpeper National Cemetery?,do you want to know the history of culpeper national cemetery,similar_yes_yes,"Yes, please, that's exactly what","[{'question': 'would you like to see news about culpeper national cemetary', 'answer': 'yes including the history of the cemetary'}]",no i want their recipies
93,Information about raffles,F1047,Find information about car raffles.,are you trying to look up the results of a raffle in your area,similar_no_yes,"No, I want to learn about car raffles.","[{'question': 'are you interested in raffles college of design', 'answer': 'no i want a car raffle'}]",i am looking for a map that shows the political boundaries of brazil
10,Where can I find cheap internet,F0008,I want to find cheap DSL providers.,or maybe free internet,similar_yes_yes,I would like to know who has the lowest DSL price in my area.,"[{'question': 'are you looking for information on any specific internet technology', 'answer': 'yes i want to find inexpensive dsl providers'}]",im looking for nearby companies that do home appraisals
11,How to prepare for the GMAT?,F0046,I'd like to find some tips to help me do well on the GMAT.,would you like information on filing income taxes,off_topic,No I want info on how to prepare for the gmat.,"[{'question': 'are you looking for a specific web site', 'answer': 'i am looking for information on the gmat test to prepare'}]",no a simply map that a child could color
149,Tell me about uplift at yellowstone national park,F0191,home page for the Yellowstone Volcano Observatory,do you want to know what the current uplift is at yellowstone national park,similar_no_yes,no I want more information regarding the uplift at yellowstone national park,"[{'question': 'would you like to know trending data or a timeline for the uplift at yellowstone national park', 'answer': 'no im looking for the website for the yellostone volcano observatory'}]",i would like to know about available restaurants there
40,what are the popular jobs in Michigan,F0818,Find information about services available to the unemployed in Michigan.,do you need need information related to unemployed services in michigan,similar_yes_yes,Find information about services available to the enemployed in michigan.,"[{'question': 'would you like application information for the michegan works program', 'answer': 'yes'}]",no i would like directions to the ritz calton lake las vegas
135,Tell me about source of the nile,F0145,map of the Nile River basin,is there any specific information about the river that would interest you,similar_no_yes,"No, I just want the entire map of the Nile River Basin.","[{'question': 'are you interested in the origin of the nile', 'answer': 'no i want a map of the nile river basin'}]",no i would like to see some detailed geographic maps
182,How can I quick smoking,F0346,How can hypnosis help someone quit smoking?,do you want information about espn sports programming in languages other than english,off_topic,How can hyonosis help someone stop smoking?,"[{'question': 'do you want information on how many people successfully quit smoking', 'answer': 'no i am interested in information regarding methods for quitting smoking'}]",no just a list of movies about the civil war
78,I'm looking for information on dieting,F0979,Find recommendations for dieting and exercising.,will the dieting be in combination with exercise or weight training,similar_no_yes,Find recommendations for dieting.,"[{'question': 'do you want to learn about the history of dieting', 'answer': 'no i want recommendations of specific diets and which exercises to do'}]",no just the brands
31,Find information about atari,F0775,I am looking for a site where I can play old Atari games online.,do you want to book a stay here,off_topic,"No, I want to know where I can play atari games online.","[{'question': 'would you like to see a list of atari games', 'answer': 'no i am looking for a site where i can play the games'}]",no i just want to know the racing schedule at churchill downs
199,Tell me about fybromyalgia,F0406,What medicines can be used to treat fybromyalgia?,do you need mediciation for fibromyalgia,similar_yes_yes,I just want general information on fibromyalgia.,"[{'question': 'do you want information on treatments for fibromyalgia', 'answer': 'yes inparticular what medicines are used to treat fybromyalgia'}]",no just directions
141,How to register dmv in va?,F0168,Where are offices of the Virginia Department of Motor Vehicles located and what are their hours of operation?,which city in arkansas are you interested in,off_topic,Because he is asking for a city in Arkansas.,"[{'question': 'do you want to obtain forms from the dmv', 'answer': 'i dont know yet'}]",yes specifically about working as a computer programmer
148,What is martha stewart and imclone?,F0188,looking for information on Martha Stewart's involvement with ImClone,are you looking for a specific web site,similar_no_yes,"No, just general information.","[{'question': 'do you want to know who owns the company imclone', 'answer': 'no im looking for information about martha stewarts involvement with them'}]",yes cass county
